JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=fd307d8ea8462d66&amp;fccid=30a9ee7e19dd1b7a&amp;vjs=3"" id=""jl_fd307d8ea8462d66"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,0);"" onmousedown=""return rclk(this,jobmap[8],0);"" rel=""noopener nofollow"" target=""_blank"" title=""SQL BI Developer"">
SQL BI <b>Developer</b></a>",IsoMetrix Software Solutions,"Johannesburg, Gauteng",5 days ago,2020-11-10,"IsoMetrix is a fast-growing, international software company playing a leading role in software solutions for Governance, Risk and Compliance.",,https://www.indeed.co.za/rc/clk?jk=fd307d8ea8462d66&fccid=30a9ee7e19dd1b7a&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=27e2635f33a5e613&amp;fccid=8bfc3d3f432164cd&amp;vjs=3"" id=""jl_27e2635f33a5e613"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[9],true,0);"" onmousedown=""return rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""C# Web Developer"">
C# <b>Web</b> <b>Developer</b></a>",AdaptIT,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Appreciation of modern web technologies (Angular, jQuery, Bootstrap, HTML5 and CSS3). We are looking for skilled C# Web Developers that have a passion to work…",,https://www.indeed.co.za/rc/clk?jk=27e2635f33a5e613&fccid=8bfc3d3f432164cd&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Rooftoprecruitment/jobs/Senior-Developer-caf88b76dfc39b6e?fccid=91ad58a14fb537dd&amp;vjs=3"" id=""jl_caf88b76dfc39b6e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Developer"">
Senior <b>Developer</b></a>",Financial Services Board,"Johannesburg, Gauteng",6 days ago,2020-11-10,"Proficiency in building web-based applications. NET Developer is a highly motivated professional interested in working in a challenging, highly technical, and…",,https://www.indeed.co.za/company/Rooftoprecruitment/jobs/Senior-Developer-caf88b76dfc39b6e?fccid=91ad58a14fb537dd&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yM1LuFYPLjaTePI1onIow2zo31HQo9eiosR34D5mv9ZWst_7S-HmXVSJ2V8-gBte1h6jA8Ij75ml8Z1fucAj9RiKOV8-WwG7phVe5m9NvhOG4e2Wrh-Q_Uh2Fc0i5_Brk92sJeLzARFdIuOKrT3ePpKLHC5dYO_rM2uJz77zXiaKEHv9jOYOU-quvAyWcqeTKGnXfivn2LwcQRrFB9oBrCLoNoeBFi6x2sEx3LnQH6Tcw4Yf3Ho5VDLYoRQcWxSngmSJq8T_ixN84D6pnGijodHdfHfzWY-LNP-uWO-LXE_w_1oCHR-3-sGAraX6cHfZvXS-3BduLLn7MsEOYJGAXoVcgDlTDnMyczY1AN6sh8CkiTKFEgVBjbcImWPiXlji8QWMJcEeuJeS3qVb2dGzNeoFEa07Jf859ln4yEf8RqHDPvi-XK2FOaTLuNHDb9trKV-GcsR03M9dMMDlc9KqZ1UEPHXmE4K2ia5XAipD-m21L_5Dj9R2hnwDBfitD1Ac3EeuuYh-UfWxaFzb9_7O3Co0Wo4aTBs67PbjSFzDwm8TpfuPorewtGUfhz9-FkGKFs=&amp;p=11&amp;fvj=0&amp;vjs=3"" id=""sja11"" onclick=""setRefineByCookie([]); sjoc('sja11', 1); convCtr('SJ'); rclk(this,jobmap[11],true,1);"" onmousedown=""sjomd('sja11'); clk('sja11'); rclk(this,jobmap[11],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Angular Developer"">
Angular <b>Developer</b></a>",NETWORK IT BRUMA,"Johannesburg, Gauteng",5 days ago,2020-11-10,"Perform UI designs and coding, creating reusable objects and templates, wireframes for web pages and email templates; manage maintenance, updates, expansions,…",R60 000 a month,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yM1LuFYPLjaTePI1onIow2zo31HQo9eiosR34D5mv9ZWst_7S-HmXVSJ2V8-gBte1h6jA8Ij75ml8Z1fucAj9RiKOV8-WwG7phVe5m9NvhOG4e2Wrh-Q_Uh2Fc0i5_Brk92sJeLzARFdIuOKrT3ePpKLHC5dYO_rM2uJz77zXiaKEHv9jOYOU-quvAyWcqeTKGnXfivn2LwcQRrFB9oBrCLoNoeBFi6x2sEx3LnQH6Tcw4Yf3Ho5VDLYoRQcWxSngmSJq8T_ixN84D6pnGijodHdfHfzWY-LNP-uWO-LXE_w_1oCHR-3-sGAraX6cHfZvXS-3BduLLn7MsEOYJGAXoVcgDlTDnMyczY1AN6sh8CkiTKFEgVBjbcImWPiXlji8QWMJcEeuJeS3qVb2dGzNeoFEa07Jf859ln4yEf8RqHDPvi-XK2FOaTLuNHDb9trKV-GcsR03M9dMMDlc9KqZ1UEPHXmE4K2ia5XAipD-m21L_5Dj9R2hnwDBfitD1Ac3EeuuYh-UfWxaFzb9_7O3Co0Wo4aTBs67PbjSFzDwm8TpfuPorewtGUfhz9-FkGKFs=&p=11&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=f8ae10666bd62813&amp;fccid=870fb045fc650979&amp;vjs=3"" id=""jl_f8ae10666bd62813"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,1);"" onmousedown=""return rclk(this,jobmap[12],1);"" rel=""noopener nofollow"" target=""_blank"" title=""C# developer"">
C# <b>developer</b></a>",Network Recruitment (South Africa),"Centurion, Gauteng",1 day ago,2020-11-10,At least 3 years relevant working experience as a software developer. Amazing opportunity to join a firm deliverering unique financial services to the market.,R400 000 - R550 000 a year,https://www.indeed.co.za/rc/clk?jk=f8ae10666bd62813&fccid=870fb045fc650979&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=6888c473efa8e609&amp;fccid=1958ffd6cc1dcc24&amp;vjs=3"" id=""jl_6888c473efa8e609"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Full Stack Developer"">
Full Stack <b>Developer</b></a>",Peg Africa,South Africa,24 days ago,2020-11-10,"Abreast of developments in web applications and programming languages. Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX…",,https://www.indeed.co.za/rc/clk?jk=6888c473efa8e609&fccid=1958ffd6cc1dcc24&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=a76b23d3851316ef&amp;fccid=71b53ea17bfb2686&amp;vjs=3"" id=""jl_a76b23d3851316ef"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Intermediate to Senior .Net Developer"">
Intermediate to Senior .Net <b>Developer</b></a>",Reverside,Gauteng,30+ days ago,2020-11-10,.Net Developer Role in JHB/CPT. Reverside is an IT services provider; we are always looking for professional candidates to join our team in Software Development…,,https://www.indeed.co.za/rc/clk?jk=a76b23d3851316ef&fccid=71b53ea17bfb2686&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Mars-Technologies/jobs/Csharp-Software-Developer-8265d4cd23389f9b?fccid=0a2a9ad2a19cf890&amp;vjs=3"" id=""jl_8265d4cd23389f9b"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[0],true,1);"" onmousedown=""return rclk(this,jobmap[0],1);"" rel=""noopener nofollow"" target=""_blank"" title=""C# Software Developer"">
C# Software <b>Developer</b></a>",Mars Technologies,"Port Elizabeth, Eastern Cape",1 day ago,2020-11-10,"Strong web development experience (ASP.NET, HTML5, JQuery, JavaScript, CSS3). Mars Technologies is looking for a C# Software Developer with a passion for…",R20 000 a month,https://www.indeed.co.za/company/Mars-Technologies/jobs/Csharp-Software-Developer-8265d4cd23389f9b?fccid=0a2a9ad2a19cf890&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=8f8c44a5d884fe30&amp;fccid=688141c5bd17f47b&amp;vjs=3"" id=""jl_8f8c44a5d884fe30"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,0);"" onmousedown=""return rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Mid-Level Web Developer – Information Technology"">
Mid-Level <b>Web</b> <b>Developer</b> – Information Technology</a>",Initiate international,"Johannesburg, Gauteng",14 days ago,2020-11-10,Work on web based solutions. Experience in developing web based applications is key. A dynamic software developer in the financial services industry have a…,,https://www.indeed.co.za/rc/clk?jk=8f8c44a5d884fe30&fccid=688141c5bd17f47b&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/SVA-SECURITY-AND-RISK-MANAGEMENT/jobs/Software-Developer-e65a0ae1c91cd19d?fccid=5480da1ff5d7bbc6&amp;vjs=3"" id=""jl_e65a0ae1c91cd19d"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[2],true,1);"" onmousedown=""return rclk(this,jobmap[2],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Developer"">
Software <b>Developer</b></a>","SVA Innovate – Randburg, Gauteng","Randburg, Gauteng",18 days ago,2020-11-10,Designing user interactions on web pages. Staying abreast of developments in web applications and programming languages. Must be able to perform under pressure.,R30 000 - R60 000 a month,https://www.indeed.co.za/company/SVA-SECURITY-AND-RISK-MANAGEMENT/jobs/Software-Developer-e65a0ae1c91cd19d?fccid=5480da1ff5d7bbc6&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yM1LuFYPLjaTePI1onIow2zo31HQo9eiosR34D5mv9ZWst_7S-HmXVSJ2V8-gBte1h6jA8Ij75ml8Z1fucAj9RiKOV8-WwG7pjDYc-po5X60G8VonUI_PIfZI453He6O7IIL_s5gDFJyT5qTrkV35aeZ7W1jgzIn1y6nvwnuSJm70vfgkJP8qoq9vE5eDQS5LYRGu7Xlm6La6h124q7rCXUnJBPwrBEkvBlC1ndcktiWvnIFnK6iutzjxDFp0aSYFK9mrXmFJ1VPvu86dE2Vlq6PHpQffn94PzFW1w4XghxJG3UoMSNtPJIaRCi1IdNVgaUo5JEVRfjAOJcV7xlUXLx8MXWhlnVdkTnal1owoSOmEYub-nIXjD25bbm2PNKm0Fyw03f0pGl26EiPO6Ip9lcB2Wb4UTIqgAOLfuphfjxTc1Cqps6yESX5ctcLaXH_bdAsKluFPFAd6hjn95jb9gI-vKQXvXASRjRDnk2Uks1Ym4zgDa0aa4Vfm5C8cJklZ-koWhEUR5YKdBfJzrIrqXd0UnG66A5CK3hjNfyBlgARlPuECWCyfScFQvvLFvgqz8=&amp;p=3&amp;fvj=0&amp;vjs=3"" id=""sja3"" onclick=""setRefineByCookie([]); sjoc('sja3', 1); convCtr('SJ'); rclk(this,jobmap[3],true,1);"" onmousedown=""sjomd('sja3'); clk('sja3'); rclk(this,jobmap[3],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Angular Developer"">
Angular <b>Developer</b></a>",NETWORK IT BRUMA,"Johannesburg, Gauteng",5 days ago,2020-11-10,"Perform UI designs and coding, creating reusable objects and templates, wireframes for web pages and email templates; manage maintenance, updates, expansions,…",R60 000 a month,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yM1LuFYPLjaTePI1onIow2zo31HQo9eiosR34D5mv9ZWst_7S-HmXVSJ2V8-gBte1h6jA8Ij75ml8Z1fucAj9RiKOV8-WwG7pjDYc-po5X60G8VonUI_PIfZI453He6O7IIL_s5gDFJyT5qTrkV35aeZ7W1jgzIn1y6nvwnuSJm70vfgkJP8qoq9vE5eDQS5LYRGu7Xlm6La6h124q7rCXUnJBPwrBEkvBlC1ndcktiWvnIFnK6iutzjxDFp0aSYFK9mrXmFJ1VPvu86dE2Vlq6PHpQffn94PzFW1w4XghxJG3UoMSNtPJIaRCi1IdNVgaUo5JEVRfjAOJcV7xlUXLx8MXWhlnVdkTnal1owoSOmEYub-nIXjD25bbm2PNKm0Fyw03f0pGl26EiPO6Ip9lcB2Wb4UTIqgAOLfuphfjxTc1Cqps6yESX5ctcLaXH_bdAsKluFPFAd6hjn95jb9gI-vKQXvXASRjRDnk2Uks1Ym4zgDa0aa4Vfm5C8cJklZ-koWhEUR5YKdBfJzrIrqXd0UnG66A5CK3hjNfyBlgARlPuECWCyfScFQvvLFvgqz8=&p=3&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=c73dd27ee1ee20c5&amp;fccid=870fb045fc650979&amp;vjs=3"" id=""jl_c73dd27ee1ee20c5"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,1);"" onmousedown=""return rclk(this,jobmap[4],1);"" rel=""noopener nofollow"" target=""_blank"" title=""PHP Developer with Mobile experience"">
PHP <b>Developer</b> with Mobile experience</a>",Network Recruitment (South Africa),"Johannesburg North, Gauteng",Just posted,2020-11-10,The client is based in the Nothern suburbs ands is seeking a talented PHP Developer who also has Mobile experience who can contribute to our team and the…,R480 000 - R550 000 a year,https://www.indeed.co.za/rc/clk?jk=c73dd27ee1ee20c5&fccid=870fb045fc650979&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=f9f6405bce566e1c&amp;fccid=8b644a8ee2543893&amp;vjs=3"" id=""jl_f9f6405bce566e1c"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[5],true,1);"" onmousedown=""return rclk(this,jobmap[5],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Full Stack Developer"">
Full Stack <b>Developer</b></a>",Megan Forg Consulting,"Stellenbosch, Western Cape",13 days ago,2020-11-10,"Working closely with other developers, UX designers, business and systems analysts. Salary: R15k – R25k per month negotiable.",R25 000 a month,https://www.indeed.co.za/rc/clk?jk=f9f6405bce566e1c&fccid=8b644a8ee2543893&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Copious-Software/jobs/Angular-Developer-dfca5b71c808fe19?fccid=e758f9b00189249f&amp;vjs=3"" id=""jl_dfca5b71c808fe19"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[6],true,0);"" onmousedown=""return rclk(this,jobmap[6],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Angular Developer - Remote Location Opportunity"">
Angular <b>Developer</b> - Remote Location Opportunity</a>",Copious Software,"Johannesburg, Gauteng",30+ days ago,2020-11-10,Are you looking for an exciting opportunity in core product development with a world top-notch organization? For a chance to work on the latest technologies and…,,https://www.indeed.co.za/company/Copious-Software/jobs/Angular-Developer-dfca5b71c808fe19?fccid=e758f9b00189249f&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=0e4328df6d18af66&amp;fccid=4c4ba40cae42b0f5&amp;vjs=3"" id=""jl_0e4328df6d18af66"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[7],true,1);"" onmousedown=""return rclk(this,jobmap[7],1);"" rel=""noopener nofollow"" target=""_blank"" title=""C# Software Developer"">
C# Software <b>Developer</b></a>",BST Solutions (Pty) Ltd,"Johannesburg, Gauteng",12 days ago,2020-11-10,Software development and developer testing. Kindly note that all candidates who pass the initial interview round will be required to successfully complete 2…,R75 000 - R100 000 a year,https://www.indeed.co.za/rc/clk?jk=0e4328df6d18af66&fccid=4c4ba40cae42b0f5&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Expleo/jobs/Software-Quality-Engineer-99955168c7c8a9b4?fccid=d18b0c2a0e9d52ae&amp;vjs=3"" id=""jl_99955168c7c8a9b4"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,0);"" onmousedown=""return rclk(this,jobmap[8],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Quality Engineer"">
Software Quality Engineer</a>",Expleo,"Johannesburg, Gauteng",12 days ago,2020-11-10,"EXPLEO is a company that provide Services and Solutions for its customers, specialized in QA, Engineering and IT. Participate in the backlog grooming.",,https://www.indeed.co.za/company/Expleo/jobs/Software-Quality-Engineer-99955168c7c8a9b4?fccid=d18b0c2a0e9d52ae&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=5f93ebfee027f602&amp;fccid=216597317ca63017&amp;vjs=3"" id=""jl_5f93ebfee027f602"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[9],true,0);"" onmousedown=""return rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Full Stack Developer"">
Senior Full Stack <b>Developer</b></a>",IQbusiness South Africa,"Johannesburg, Gauteng",21 days ago,2020-11-10,"We are looking for passionate full stack Software Engineers to design, develop and install software solutions for our clients. BSc Computer Science OR MCDP.",,https://www.indeed.co.za/rc/clk?jk=5f93ebfee027f602&fccid=216597317ca63017&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=5048794744584e58&amp;fccid=cfe577f04a5934ec&amp;vjs=3"" id=""jl_5048794744584e58"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Mobile/Flutter Developer"">
Mobile/Flutter <b>Developer</b></a>",Yoyo,"Cape Town, Western Cape 7420",3 days ago,2020-11-10,"Yoyo has developed leading loyalty, rewards and mCommerce Software as a Service. Through these products, we enable clients to deliver digital services to their…",,https://www.indeed.co.za/rc/clk?jk=5048794744584e58&fccid=cfe577f04a5934ec&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=9ec8f4231d1e26f3&amp;fccid=c5b25342120cc003&amp;vjs=3"" id=""jl_9ec8f4231d1e26f3"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Developer"">
Software <b>Developer</b></a>",Decision Inc. Immix,"Johannesburg, Gauteng",30+ days ago,2020-11-10,"Our developers are also consultants. NET development within the web environment,. Extensive experience working with and developing for web based content…",,https://www.indeed.co.za/rc/clk?jk=9ec8f4231d1e26f3&fccid=c5b25342120cc003&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0AMOOo83f3x9FLd22RLK3YfFusStXJLn5R4tAT9NKF0tDYsI0lEjbzF7WAawi3_ftCU5yi7LtjUryRsynnabHuUv6_TS9ROiueRTk9p0kmT1w-fsM602sN-u7FElhrGkcFsmgekh57SQJId_dwfoNhRN-A4d2oNSgMvTSTQaM5RZ6kAQhrwwUcYsBW3BZS_Mt5mEuW7gI3T5wv2PzCwP10OK1_5A6dne3VeMe6br9-5vYospxzSnukXNLIJeynH4Gn8n_gU0Y29a5bKolii_-eDFjiKjUOko_OYbOQs4EHq-JTbkJ-VJDBLWECD4VIzvJk2Z95cAS97Pbl8myQgz-NUQRQbc-waX3d0KoLZU3O6JD9sI8ieU_GUK6duYBRmPrx8GR4X31M29A-3f0lOVM5xGBvayWQE7t0RpUaEEdjT94ZVS-_0Vz-x5fwITQsJptGqMUsk_xuJ2uUvVSlnPQ0yWF8Nz9kiB3n0lPzo6FTSML72p6b6UHqmztBL-HK0_taGfa_FXOSZgPn3BxdALu5giAx2nUzBuKR8SZcJ-LIippDfxRtJ3N-HLo_oRLPD1dO9vcpOFDuWFk1uN3kzUHiOC4M7F668GFJeF_OAlndzS7iiQEJtjj8fjFEfBPpSoIFY7xYDa6HT5Q==&amp;p=12&amp;fvj=0&amp;vjs=3"" id=""sja12"" onclick=""setRefineByCookie([]); sjoc('sja12', 0); convCtr('SJ'); rclk(this,jobmap[12],true,0);"" onmousedown=""sjomd('sja12'); clk('sja12'); rclk(this,jobmap[12],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Full Stack Web Developer"">
Full Stack <b>Web</b> <b>Developer</b></a>",MECS Africa,"Johannesburg, Gauteng",30+ days ago,2020-11-10,Build scalable web applications to dashboard our device telemetry on a multitenancy platform. A minimum of 5 years of proven work experience as a software…,,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0AMOOo83f3x9FLd22RLK3YfFusStXJLn5R4tAT9NKF0tDYsI0lEjbzF7WAawi3_ftCU5yi7LtjUryRsynnabHuUv6_TS9ROiueRTk9p0kmT1w-fsM602sN-u7FElhrGkcFsmgekh57SQJId_dwfoNhRN-A4d2oNSgMvTSTQaM5RZ6kAQhrwwUcYsBW3BZS_Mt5mEuW7gI3T5wv2PzCwP10OK1_5A6dne3VeMe6br9-5vYospxzSnukXNLIJeynH4Gn8n_gU0Y29a5bKolii_-eDFjiKjUOko_OYbOQs4EHq-JTbkJ-VJDBLWECD4VIzvJk2Z95cAS97Pbl8myQgz-NUQRQbc-waX3d0KoLZU3O6JD9sI8ieU_GUK6duYBRmPrx8GR4X31M29A-3f0lOVM5xGBvayWQE7t0RpUaEEdjT94ZVS-_0Vz-x5fwITQsJptGqMUsk_xuJ2uUvVSlnPQ0yWF8Nz9kiB3n0lPzo6FTSML72p6b6UHqmztBL-HK0_taGfa_FXOSZgPn3BxdALu5giAx2nUzBuKR8SZcJ-LIippDfxRtJ3N-HLo_oRLPD1dO9vcpOFDuWFk1uN3kzUHiOC4M7F668GFJeF_OAlndzS7iiQEJtjj8fjFEfBPpSoIFY7xYDa6HT5Q==&p=12&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=4fd880d27496c4df&amp;fccid=3c1e071162dc020d&amp;vjs=3"" id=""jl_4fd880d27496c4df"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Business Intelligence Developer"">
Business Intelligence <b>Developer</b></a>",BTG Recruit (Pty) Ltd,"Johannesburg, Gauteng",30+ days ago,2020-11-10,They have developed a comprehensive web-based insurance system which outclasses all competitors with unparalleled integration and support of fundamental…,,https://www.indeed.co.za/rc/clk?jk=4fd880d27496c4df&fccid=3c1e071162dc020d&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=8d59092500e1e7d2&amp;fccid=65ad6246e3749fc6&amp;vjs=3"" id=""jl_8d59092500e1e7d2"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Full Stack .Net Developer"">
Senior Full Stack .Net <b>Developer</b></a>",RubiBlue,"Randburg, Gauteng",30+ days ago,2020-11-10,"Lead and guide other developers. Net Developer is a highly professional, experienced and driven developer who takes initiative and can lead and assist peers.",,https://www.indeed.co.za/rc/clk?jk=8d59092500e1e7d2&fccid=65ad6246e3749fc6&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=f892b7708270c06f&amp;fccid=2429f7b96dfc0010&amp;vjs=3"" id=""jl_f892b7708270c06f"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[0],true,0);"" onmousedown=""return rclk(this,jobmap[0],0);"" rel=""noopener nofollow"" target=""_blank"" title=""BI Developer"">
BI <b>Developer</b></a>",Dynamic Visual Technologies (DVT),"Johannesburg, Gauteng",30+ days ago,2020-11-10,"Either way, you will work with some of the best developers in South Africa working on software solutions for leading companies. Offices across SA and UK.",,https://www.indeed.co.za/rc/clk?jk=f892b7708270c06f&fccid=2429f7b96dfc0010&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Virago-Recruitment/jobs/PHP-Developer-25c5bc09faef57e3?fccid=b7c8dc15d81a14c1&amp;vjs=3"" id=""jl_25c5bc09faef57e3"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,1);"" onmousedown=""return rclk(this,jobmap[1],1);"" rel=""noopener nofollow"" target=""_blank"" title=""PHP Developer"">
PHP <b>Developer</b></a>",Virago Recruitment,"Greenside, Gauteng",28 days ago,2020-11-10,The role comprises two main functions (1) new software system builds and (2) maintenance of existing systems. We work in a diverse range of industries including…,R25 000 - R35 000 a month,https://www.indeed.co.za/company/Virago-Recruitment/jobs/PHP-Developer-25c5bc09faef57e3?fccid=b7c8dc15d81a14c1&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=53900694fc1d772f&amp;fccid=b6309666184bd2aa&amp;vjs=3"" id=""jl_53900694fc1d772f"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[2],true,0);"" onmousedown=""return rclk(this,jobmap[2],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Java Developer"">
Java <b>Developer</b></a>",Cyber Pro Consulting,"Johannesburg, Gauteng",30+ days ago,2020-11-10,"CyberPro Consulting is a Microsoft Gold Partner as well as Oracle Java partner that develops Line of Business Systems, Mobile Apps as well as Web Applications.",,https://www.indeed.co.za/rc/clk?jk=53900694fc1d772f&fccid=b6309666184bd2aa&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=7ba9b09cb1a7699f&amp;fccid=d828ed9032206e4c&amp;vjs=3"" id=""jl_7ba9b09cb1a7699f"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[3],true,1);"" onmousedown=""return rclk(this,jobmap[3],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Professional Officer - Frontend Developer"">
Senior Professional Officer - Frontend <b>Developer</b></a>",City of Cape Town,"Cape Town, Western Cape",3 days ago,2020-11-10,Maintenance of internal and external web-based software systems. A relevant BTech or B degree. Minimum of five (5) years’ relevant experience in software.,R840 607 a year,https://www.indeed.co.za/rc/clk?jk=7ba9b09cb1a7699f&fccid=d828ed9032206e4c&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=b9ce053ec1cf49a0&amp;fccid=90ef7397e7f18f3a&amp;vjs=3"" id=""jl_b9ce053ec1cf49a0"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,1);"" onmousedown=""return rclk(this,jobmap[4],1);"" rel=""noopener nofollow"" target=""_blank"" title="".Net Developer"">
.Net <b>Developer</b></a>",Prosperitas Personnel,Gauteng,30+ days ago,2020-11-10,Assist the Senior Software developer with a new project (Website). If you are an expert in coding and have strong experience in Desktop applications and web…,R550 000 - R720 000 a year,https://www.indeed.co.za/rc/clk?jk=b9ce053ec1cf49a0&fccid=90ef7397e7f18f3a&vjs=3
